tik,uik #,coords
6,1116,"{""lng"": 30.180878, ""lat"": 59.852258}"
6,1117,"{""lng"": 30.182729, ""lat"": 59.852005}"
6,1118,"{""lng"": 30.180878, ""lat"": 59.852258}"
6,1119,"{""lng"": 30.185263, ""lat"": 59.857439}"
6,1120,"{""lng"": 30.185263, ""lat"": 59.857439}"
6,1121,"{""lng"": 30.185263, ""lat"": 59.857439}"
6,1122,"{""lng"": 30.166290, ""lat"": 59.859461}"
6,1123,"{""lng"": 30.169083, ""lat"": 59.860034}"
6,1124,"{""lng"": 30.139329, ""lat"": 59.850417}"
6,1125,"{""lng"": 30.166290, ""lat"": 59.859461}"
6,1126,"{""lng"": 30.166290, ""lat"": 59.859461}"
6,1127,"{""lng"": 30.169083, ""lat"": 59.860034}"
6,1128,"{""lng"": 30.169083, ""lat"": 59.860034}"
6,1129,"{""lng"": 30.182846, ""lat"": 59.862162}"
6,1130,"{""lng"": 30.196374, ""lat"": 59.860016}"
6,1131,"{""lng"": 30.196374, ""lat"": 59.860016}"
6,1132,"{""lng"": 30.196374, ""lat"": 59.860016}"
6,1133,"{""lng"": 30.166290, ""lat"": 59.859461}"
6,1134,"{""lng"": 30.169083, ""lat"": 59.860034}"
6,1135,"{""lng"": 30.169083, ""lat"": 59.860034}"
6,1136,"{""lng"": 30.152644, ""lat"": 59.851711}"
6,1137,"{""lng"": 30.152644, ""lat"": 59.851711}"
6,1138,"{""lng"": 30.139951, ""lat"": 59.850450}"
7,633,"{""lng"": 30.246258, ""lat"": 59.861593}"
7,634,"{""lng"": 30.246258, ""lat"": 59.861593}"
7,635,"{""lng"": 30.245120, ""lat"": 59.861312}"
7,636,"{""lng"": 30.245120, ""lat"": 59.861312}"
7,637,"{""lng"": 30.242296, ""lat"": 59.857188}"
7,638,"{""lng"": 30.242296, ""lat"": 59.857188}"
7,639,"{""lng"": 30.242296, ""lat"": 59.857188}"
7,640,"{""lng"": 30.242296, ""lat"": 59.857188}"
7,641,"{""lng"": 30.232567, ""lat"": 59.854359}"
7,642,"{""lng"": 30.233762, ""lat"": 59.855588}"
7,643,"{""lng"": 30.232567, ""lat"": 59.854359}"
7,644,"{""lng"": 30.233762, ""lat"": 59.855588}"
7,757,"{""lng"": 30.219596, ""lat"": 59.835677}"
7,758,"{""lng"": 30.219596, ""lat"": 59.835677}"
7,759,"{""lng"": 30.225048, ""lat"": 59.831878}"
7,760,"{""lng"": 30.225048, ""lat"": 59.831878}"
7,761,"{""lng"": 30.227931, ""lat"": 59.829146}"
7,762,"{""lng"": 30.227931, ""lat"": 59.829146}"
7,763,"{""lng"": 30.220099, ""lat"": 59.827270}"
7,764,"{""lng"": 30.220099, ""lat"": 59.827270}"
7,765,"{""lng"": 30.215841, ""lat"": 59.831996}"
7,766,"{""lng"": 30.215841, ""lat"": 59.831996}"
7,767,"{""lng"": 30.215841, ""lat"": 59.831996}"
7,768,"{""lng"": 30.211825, ""lat"": 59.829776}"
7,769,"{""lng"": 30.211825, ""lat"": 59.829776}"
7,770,"{""lng"": 30.220099, ""lat"": 59.827270}"
7,771,"{""lng"": 30.219596, ""lat"": 59.835677}"
7,772,"{""lng"": 30.207235, ""lat"": 59.836911}"
7,773,"{""lng"": 30.207235, ""lat"": 59.836911}"
7,774,"{""lng"": 30.207235, ""lat"": 59.836911}"
7,775,"{""lng"": 30.204333, ""lat"": 59.835537}"
7,776,"{""lng"": 30.204333, ""lat"": 59.835537}"
7,777,"{""lng"": 30.198791, ""lat"": 59.831548}"
7,778,"{""lng"": 30.198791, ""lat"": 59.831548}"
7,779,"{""lng"": 30.198791, ""lat"": 59.831548}"
7,780,"{""lng"": 30.194964, ""lat"": 59.826447}"
7,781,"{""lng"": 30.198818, ""lat"": 59.828310}"
7,782,"{""lng"": 30.194964, ""lat"": 59.826447}"
7,783,"{""lng"": 30.198818, ""lat"": 59.828310}"
7,784,"{""lng"": 30.198090, ""lat"": 59.825520}"
7,785,"{""lng"": 30.211825, ""lat"": 59.829776}"
7,786,"{""lng"": 30.198791, ""lat"": 59.831548}"
7,787,"{""lng"": 30.252384, ""lat"": 59.854544}"
7,788,"{""lng"": 30.252384, ""lat"": 59.854544}"
7,789,"{""lng"": 30.246060, ""lat"": 59.854576}"
7,790,"{""lng"": 30.252663, ""lat"": 59.848452}"
7,791,"{""lng"": 30.252663, ""lat"": 59.848452}"
7,792,"{""lng"": 30.252663, ""lat"": 59.848452}"
7,793,"{""lng"": 30.252663, ""lat"": 59.848452}"
7,794,"{""lng"": 30.239592, ""lat"": 59.843290}"
7,795,"{""lng"": 30.239224, ""lat"": 59.848647}"
7,796,"{""lng"": 30.239224, ""lat"": 59.848647}"
7,797,"{""lng"": 30.231067, ""lat"": 59.848565}"
7,798,"{""lng"": 30.231067, ""lat"": 59.848565}"
7,799,"{""lng"": 30.239592, ""lat"": 59.843290}"
7,800,"{""lng"": 30.239592, ""lat"": 59.843290}"
7,801,"{""lng"": 30.251100, ""lat"": 59.849677}"
7,802,"{""lng"": 30.252600, ""lat"": 59.839976}"
7,803,"{""lng"": 30.252600, ""lat"": 59.839976}"
7,804,"{""lng"": 30.260406, ""lat"": 59.835559}"
7,805,"{""lng"": 30.260406, ""lat"": 59.835559}"
7,806,"{""lng"": 30.252600, ""lat"": 59.839976}"
7,807,"{""lng"": 30.255555, ""lat"": 59.834157}"
7,808,"{""lng"": 30.245862, ""lat"": 59.837748}"
7,809,"{""lng"": 30.245862, ""lat"": 59.837748}"
7,810,"{""lng"": 30.232100, ""lat"": 59.840112}"
7,811,"{""lng"": 30.232100, ""lat"": 59.840112}"
7,812,"{""lng"": 30.225866, ""lat"": 59.844795}"
7,813,"{""lng"": 30.225866, ""lat"": 59.844795}"
7,814,"{""lng"": 30.225866, ""lat"": 59.844795}"
7,815,
8,1674,"{""lng"": 30.050714, ""lat"": 59.847221}"
8,1675,"{""lng"": 30.033070, ""lat"": 59.854104}"
8,1676,"{""lng"": 30.038396, ""lat"": 59.853694}"
8,1677,"{""lng"": 30.023427, ""lat"": 59.845886}"
8,1678,"{""lng"": 30.022892, ""lat"": 59.853122}"
8,1679,"{""lng"": 30.022892, ""lat"": 59.853122}"
8,1680,"{""lng"": 30.025325, ""lat"": 59.854474}"
8,1681,
8,1682,"{""lng"": 29.950939, ""lat"": 59.855412}"
8,1683,"{""lng"": 29.927622, ""lat"": 59.876905}"
8,1684,"{""lng"": 29.918230, ""lat"": 59.870561}"
8,1685,"{""lng"": 29.918230, ""lat"": 59.870561}"
8,1686,"{""lng"": 29.911343, ""lat"": 59.880488}"
8,1687,"{""lng"": 29.908238, ""lat"": 59.871301}"
8,1688,"{""lng"": 29.908238, ""lat"": 59.871301}"
8,1689,"{""lng"": 29.896161, ""lat"": 59.874732}"
8,1690,"{""lng"": 29.889257, ""lat"": 59.876182}"
8,1691,"{""lng"": 29.889257, ""lat"": 59.876182}"
8,1692,
8,1693,"{""lng"": 29.863245, ""lat"": 59.868257}"
8,1694,"{""lng"": 29.863245, ""lat"": 59.868257}"
8,1695,"{""lng"": 29.861348, ""lat"": 59.869169}"
8,1696,"{""lng"": 29.861348, ""lat"": 59.869169}"
8,1697,"{""lng"": 29.863261, ""lat"": 59.869914}"
8,1698,"{""lng"": 29.863261, ""lat"": 59.869914}"
8,1699,"{""lng"": 29.876083, ""lat"": 59.889643}"
8,1700,"{""lng"": 29.860436, ""lat"": 59.887426}"
8,1701,"{""lng"": 29.823573, ""lat"": 59.881543}"
8,1702,
8,1706,"{""lng"": 29.815233, ""lat"": 59.901224}"
8,1707,"{""lng"": 29.774668, ""lat"": 59.914762}"
8,1708,"{""lng"": 29.774668, ""lat"": 59.914762}"
8,1709,"{""lng"": 29.779436, ""lat"": 59.910791}"
8,1710,"{""lng"": 29.779436, ""lat"": 59.910791}"
8,1711,"{""lng"": 29.770365, ""lat"": 59.906224}"
8,1712,"{""lng"": 29.770365, ""lat"": 59.906224}"
8,1713,"{""lng"": 29.778763, ""lat"": 59.907302}"
8,1714,"{""lng"": 29.778383, ""lat"": 59.902455}"
8,1715,"{""lng"": 29.778383, ""lat"": 59.902455}"
8,1716,"{""lng"": 29.763373, ""lat"": 59.909789}"
8,1717,"{""lng"": 29.763373, ""lat"": 59.909789}"
8,1718,"{""lng"": 29.778539, ""lat"": 59.897904}"
8,1719,"{""lng"": 29.778539, ""lat"": 59.897904}"
8,1720,"{""lng"": 29.773778, ""lat"": 59.896856}"
8,1721,"{""lng"": 29.772280, ""lat"": 59.897970}"
8,1722,"{""lng"": 29.772280, ""lat"": 59.897970}"
8,1723,"{""lng"": 29.778437, ""lat"": 59.909586}"
9,1793,"{""lng"": 30.262678, ""lat"": 59.986868}"
9,1794,"{""lng"": 30.262678, ""lat"": 59.986868}"
9,1795,"{""lng"": 30.270370, ""lat"": 59.983201}"
9,1796,"{""lng"": 30.285623, ""lat"": 59.988192}"
9,1797,"{""lng"": 30.290687, ""lat"": 59.988826}"
9,1798,"{""lng"": 30.290687, ""lat"": 59.988826}"
9,1799,"{""lng"": 30.285623, ""lat"": 59.988192}"
9,1800,"{""lng"": 30.299011, ""lat"": 59.988207}"
9,1801,"{""lng"": 30.302263, ""lat"": 59.991621}"
9,1802,"{""lng"": 30.302263, ""lat"": 59.991621}"
9,1803,"{""lng"": 30.313501, ""lat"": 59.995304}"
9,1804,"{""lng"": 30.319915, ""lat"": 59.998294}"
9,1805,"{""lng"": 30.319915, ""lat"": 59.998294}"
9,1806,"{""lng"": 30.309773, ""lat"": 59.990288}"
9,1807,"{""lng"": 30.309773, ""lat"": 59.990288}"
9,1808,"{""lng"": 30.316925, ""lat"": 59.992474}"
9,1809,"{""lng"": 30.317380, ""lat"": 59.989249}"
9,1810,"{""lng"": 30.317380, ""lat"": 59.989249}"
9,1812,"{""lng"": 30.274624, ""lat"": 60.015611}"
9,1813,"{""lng"": 30.274624, ""lat"": 60.015611}"
9,1814,"{""lng"": 30.274624, ""lat"": 60.015611}"
9,1815,"{""lng"": 30.274624, ""lat"": 60.015611}"
9,1816,"{""lng"": 30.260633, ""lat"": 60.014313}"
9,1817,"{""lng"": 30.270240, ""lat"": 60.009431}"
9,1818,"{""lng"": 30.270240, ""lat"": 60.009431}"
9,1819,"{""lng"": 30.270240, ""lat"": 60.009431}"
9,1820,"{""lng"": 30.270240, ""lat"": 60.009431}"
9,1821,"{""lng"": 30.265846, ""lat"": 60.011460}"
9,1822,"{""lng"": 30.265846, ""lat"": 60.011460}"
9,1823,"{""lng"": 30.265846, ""lat"": 60.011460}"
9,1824,"{""lng"": 30.258913, ""lat"": 60.012476}"
9,1825,"{""lng"": 30.258913, ""lat"": 60.012476}"
9,1826,"{""lng"": 30.258913, ""lat"": 60.012476}"
9,1827,"{""lng"": 30.256663, ""lat"": 60.014120}"
9,1828,"{""lng"": 30.256663, ""lat"": 60.014120}"
9,1829,"{""lng"": 30.256663, ""lat"": 60.014120}"
9,1830,"{""lng"": 30.250848, ""lat"": 60.011284}"
9,1831,"{""lng"": 30.250848, ""lat"": 60.011284}"
9,1832,"{""lng"": 30.250848, ""lat"": 60.011284}"
9,1833,"{""lng"": 30.245575, ""lat"": 60.013649}"
9,1834,"{""lng"": 30.250848, ""lat"": 60.011284}"
9,1835,"{""lng"": 30.245575, ""lat"": 60.013649}"
9,1836,"{""lng"": 30.244996, ""lat"": 60.013660}"
9,1837,"{""lng"": 30.244996, ""lat"": 60.013660}"
9,1838,"{""lng"": 30.240235, ""lat"": 60.011263}"
9,1839,"{""lng"": 30.240235, ""lat"": 60.011263}"
9,1840,"{""lng"": 30.240235, ""lat"": 60.011263}"
9,1841,"{""lng"": 30.260261, ""lat"": 60.001812}"
9,1842,"{""lng"": 30.260261, ""lat"": 60.001812}"
9,1843,"{""lng"": 30.260261, ""lat"": 60.001812}"
9,1844,"{""lng"": 30.260261, ""lat"": 60.001812}"
10,199,"{""lng"": 30.372462, ""lat"": 60.049312}"
10,200,"{""lng"": 30.372462, ""lat"": 60.049312}"
10,201,"{""lng"": 30.364826, ""lat"": 60.052923}"
10,202,"{""lng"": 30.364826, ""lat"": 60.052923}"
10,203,"{""lng"": 30.355107, ""lat"": 60.054383}"
10,204,"{""lng"": 30.364826, ""lat"": 60.052923}"
10,205,"{""lng"": 30.359921, ""lat"": 60.049208}"
10,206,"{""lng"": 30.359921, ""lat"": 60.049208}"
10,207,"{""lng"": 30.359921, ""lat"": 60.049208}"
10,208,"{""lng"": 30.364826, ""lat"": 60.052923}"
10,209,"{""lng"": 30.372462, ""lat"": 60.049312}"
10,210,"{""lng"": 30.372462, ""lat"": 60.049312}"
10,211,"{""lng"": 30.365455, ""lat"": 60.040451}"
10,212,"{""lng"": 30.354334, ""lat"": 60.044163}"
10,213,"{""lng"": 30.354334, ""lat"": 60.044163}"
10,214,"{""lng"": 30.354334, ""lat"": 60.044163}"
10,215,"{""lng"": 30.354181, ""lat"": 60.040362}"
10,216,"{""lng"": 30.354181, ""lat"": 60.040362}"
10,217,"{""lng"": 30.354181, ""lat"": 60.040362}"
10,218,"{""lng"": 30.365455, ""lat"": 60.040451}"
10,219,"{""lng"": 30.365455, ""lat"": 60.040451}"
10,220,"{""lng"": 30.365455, ""lat"": 60.040451}"
10,221,"{""lng"": 30.341551, ""lat"": 60.053804}"
10,222,"{""lng"": 30.342216, ""lat"": 60.055017}"
10,223,"{""lng"": 30.341551, ""lat"": 60.053804}"
10,224,"{""lng"": 30.341551, ""lat"": 60.053804}"
10,225,"{""lng"": 30.341551, ""lat"": 60.053804}"
10,226,"{""lng"": 30.342216, ""lat"": 60.055017}"
10,227,"{""lng"": 30.355107, ""lat"": 60.054383}"
10,228,"{""lng"": 30.355107, ""lat"": 60.054383}"
10,229,"{""lng"": 30.351522, ""lat"": 60.051243}"
10,230,"{""lng"": 30.351522, ""lat"": 60.051243}"
10,231,"{""lng"": 30.351522, ""lat"": 60.051243}"
10,232,"{""lng"": 30.349124, ""lat"": 60.046706}"
10,233,"{""lng"": 30.349124, ""lat"": 60.046706}"
10,234,"{""lng"": 30.349124, ""lat"": 60.046706}"
10,235,"{""lng"": 30.341272, ""lat"": 60.043458}"
10,236,"{""lng"": 30.341272, ""lat"": 60.043458}"
10,237,"{""lng"": 30.343797, ""lat"": 60.042842}"
10,238,"{""lng"": 30.343797, ""lat"": 60.042842}"
10,239,"{""lng"": 30.343797, ""lat"": 60.042842}"
10,240,"{""lng"": 30.336781, ""lat"": 60.047492}"
10,241,"{""lng"": 30.336781, ""lat"": 60.047492}"
10,242,"{""lng"": 30.336781, ""lat"": 60.047492}"
10,243,"{""lng"": 30.335281, ""lat"": 60.046495}"
10,244,"{""lng"": 30.335281, ""lat"": 60.046495}"
11,414,"{""lng"": 30.376172, ""lat"": 59.997149}"
11,415,"{""lng"": 30.376100, ""lat"": 60.015017}"
11,416,"{""lng"": 30.376100, ""lat"": 60.015017}"
11,417,"{""lng"": 30.376100, ""lat"": 60.015017}"
11,418,"{""lng"": 30.384913, ""lat"": 60.019954}"
11,419,"{""lng"": 30.379397, ""lat"": 60.020912}"
11,420,"{""lng"": 30.379397, ""lat"": 60.020912}"
11,421,"{""lng"": 30.376100, ""lat"": 60.015017}"
11,422,"{""lng"": 30.373917, ""lat"": 60.024131}"
11,423,"{""lng"": 30.373917, ""lat"": 60.024131}"
11,424,"{""lng"": 30.375417, ""lat"": 60.024999}"
11,425,"{""lng"": 30.375417, ""lat"": 60.024999}"
11,426,"{""lng"": 30.375417, ""lat"": 60.024999}"
11,427,"{""lng"": 30.373917, ""lat"": 60.024131}"
11,428,"{""lng"": 30.379397, ""lat"": 60.020912}"
11,429,"{""lng"": 30.384913, ""lat"": 60.019954}"
11,430,"{""lng"": 30.393006, ""lat"": 60.016901}"
11,431,"{""lng"": 30.393006, ""lat"": 60.016901}"
11,432,"{""lng"": 30.393006, ""lat"": 60.016901}"
11,433,"{""lng"": 30.396249, ""lat"": 60.021141}"
11,434,"{""lng"": 30.398819, ""lat"": 60.020431}"
11,435,"{""lng"": 30.396249, ""lat"": 60.021141}"
11,436,"{""lng"": 30.398819, ""lat"": 60.020431}"
11,437,"{""lng"": 30.398819, ""lat"": 60.020431}"
11,438,"{""lng"": 30.405520, ""lat"": 60.013919}"
11,439,"{""lng"": 30.410083, ""lat"": 60.018614}"
11,440,"{""lng"": 30.410083, ""lat"": 60.018614}"
11,441,"{""lng"": 30.406787, ""lat"": 60.011630}"
11,442,"{""lng"": 30.406787, ""lat"": 60.011630}"
11,443,"{""lng"": 30.405520, ""lat"": 60.013919}"
11,444,"{""lng"": 30.419713, ""lat"": 60.028753}"
11,445,"{""lng"": 30.419713, ""lat"": 60.028753}"
11,446,"{""lng"": 30.419713, ""lat"": 60.028753}"
11,447,"{""lng"": 30.416982, ""lat"": 60.025988}"
11,448,"{""lng"": 30.416982, ""lat"": 60.025988}"
11,449,"{""lng"": 30.416982, ""lat"": 60.025988}"
11,450,"{""lng"": 30.423154, ""lat"": 60.024491}"
11,451,"{""lng"": 30.423154, ""lat"": 60.024491}"
11,452,"{""lng"": 30.426675, ""lat"": 60.027121}"
11,453,"{""lng"": 30.426675, ""lat"": 60.027121}"
11,454,"{""lng"": 30.428526, ""lat"": 60.035176}"
11,455,"{""lng"": 30.428526, ""lat"": 60.035176}"
11,456,"{""lng"": 30.417378, ""lat"": 60.039683}"
11,457,"{""lng"": 30.417378, ""lat"": 60.039683}"
11,458,"{""lng"": 30.417728, ""lat"": 60.040982}"
11,459,"{""lng"": 30.417728, ""lat"": 60.040982}"
11,460,"{""lng"": 30.417378, ""lat"": 60.039683}"
11,461,"{""lng"": 30.428526, ""lat"": 60.035176}"
11,462,"{""lng"": 30.419713, ""lat"": 60.028753}"
11,463,"{""lng"": 30.408934, ""lat"": 60.031737}"
11,464,"{""lng"": 30.408934, ""lat"": 60.031737}"
11,465,"{""lng"": 30.408934, ""lat"": 60.031737}"
11,466,"{""lng"": 30.411323, ""lat"": 60.034394}"
11,467,"{""lng"": 30.411323, ""lat"": 60.034394}"
11,468,"{""lng"": 30.411323, ""lat"": 60.034394}"
11,469,"{""lng"": 30.384598, ""lat"": 60.047142}"
11,470,"{""lng"": 30.385029, ""lat"": 60.044770}"
11,471,"{""lng"": 30.385029, ""lat"": 60.044770}"
11,472,"{""lng"": 30.384598, ""lat"": 60.047142}"
11,473,"{""lng"": 30.384598, ""lat"": 60.047142}"
11,474,"{""lng"": 30.384598, ""lat"": 60.047142}"
11,475,"{""lng"": 30.385029, ""lat"": 60.044770}"
11,476,"{""lng"": 30.380924, ""lat"": 60.039157}"
11,477,"{""lng"": 30.379325, ""lat"": 60.037131}"
11,478,"{""lng"": 30.373217, ""lat"": 60.038766}"
11,479,"{""lng"": 30.373217, ""lat"": 60.038766}"
11,480,"{""lng"": 30.380924, ""lat"": 60.039157}"
11,481,"{""lng"": 30.379325, ""lat"": 60.037131}"
11,482,"{""lng"": 30.373217, ""lat"": 60.038766}"
11,483,"{""lng"": 30.380924, ""lat"": 60.039157}"
11,484,"{""lng"": 30.406849, ""lat"": 60.040748}"
11,485,"{""lng"": 30.406849, ""lat"": 60.040748}"
11,486,"{""lng"": 30.406849, ""lat"": 60.040748}"
11,487,"{""lng"": 30.411090, ""lat"": 60.044743}"
11,488,"{""lng"": 30.411090, ""lat"": 60.044743}"
11,489,"{""lng"": 30.411763, ""lat"": 60.040429}"
11,490,"{""lng"": 30.396860, ""lat"": 60.047268}"
11,491,"{""lng"": 30.396860, ""lat"": 60.047268}"
11,492,"{""lng"": 30.396860, ""lat"": 60.047268}"
11,493,"{""lng"": 30.395791, ""lat"": 60.043561}"
11,494,"{""lng"": 30.395791, ""lat"": 60.043561}"
11,495,"{""lng"": 30.395791, ""lat"": 60.043561}"
11,496,"{""lng"": 30.390051, ""lat"": 60.033297}"
11,497,"{""lng"": 30.385209, ""lat"": 60.035355}"
11,498,"{""lng"": 30.382361, ""lat"": 60.035949}"
11,499,"{""lng"": 30.391201, ""lat"": 60.038672}"
11,500,"{""lng"": 30.391201, ""lat"": 60.038672}"
11,501,"{""lng"": 30.391201, ""lat"": 60.038672}"
11,502,"{""lng"": 30.406733, ""lat"": 60.034232}"
11,503,"{""lng"": 30.406733, ""lat"": 60.034232}"
11,504,"{""lng"": 30.401693, ""lat"": 60.036056}"
11,505,"{""lng"": 30.401693, ""lat"": 60.036056}"
11,506,"{""lng"": 30.401693, ""lat"": 60.036056}"
11,507,
11,508,
11,509,"{""lng"": 30.372938, ""lat"": 60.014288}"
12,1724,"{""lng"": 30.147605, ""lat"": 59.997199}"
12,1725,"{""lng"": 30.147605, ""lat"": 59.997199}"
12,1726,"{""lng"": 30.141586, ""lat"": 60.030946}"
12,1729,"{""lng"": 30.009830, ""lat"": 60.014708}"
12,1730,"{""lng"": 30.009830, ""lat"": 60.014708}"
12,1731,"{""lng"": 30.254325, ""lat"": 60.003223}"
12,1732,"{""lng"": 30.254325, ""lat"": 60.003223}"
12,1733,"{""lng"": 30.254325, ""lat"": 60.003223}"
12,1734,"{""lng"": 30.254325, ""lat"": 60.003223}"
12,1735,"{""lng"": 30.238766, ""lat"": 60.000366}"
12,1736,"{""lng"": 30.238766, ""lat"": 60.000366}"
12,1737,"{""lng"": 30.238766, ""lat"": 60.000366}"
12,1738,"{""lng"": 30.240733, ""lat"": 60.005243}"
12,1739,"{""lng"": 30.240733, ""lat"": 60.005243}"
12,1740,"{""lng"": 30.240733, ""lat"": 60.005243}"
12,1741,"{""lng"": 30.240733, ""lat"": 60.005243}"
12,1742,"{""lng"": 30.228166, ""lat"": 60.006359}"
12,1743,"{""lng"": 30.228166, ""lat"": 60.006359}"
12,1744,"{""lng"": 30.216335, ""lat"": 60.007546}"
12,1745,"{""lng"": 30.216335, ""lat"": 60.007546}"
12,1746,"{""lng"": 30.216335, ""lat"": 60.007546}"
12,1747,"{""lng"": 30.216335, ""lat"": 60.007546}"
12,1748,"{""lng"": 30.206049, ""lat"": 60.008963}"
12,1749,"{""lng"": 30.206049, ""lat"": 60.008963}"
12,1750,"{""lng"": 30.206049, ""lat"": 60.008963}"
12,1751,"{""lng"": 30.202456, ""lat"": 60.005257}"
12,1752,"{""lng"": 30.202456, ""lat"": 60.005257}"
12,1753,"{""lng"": 30.202456, ""lat"": 60.005257}"
12,1754,"{""lng"": 30.202456, ""lat"": 60.005257}"
12,1755,"{""lng"": 30.202456, ""lat"": 60.005257}"
12,1756,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1757,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1758,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1759,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1760,"{""lng"": 30.216685, ""lat"": 60.004123}"
12,1761,"{""lng"": 30.216685, ""lat"": 60.004123}"
12,1762,"{""lng"": 30.216685, ""lat"": 60.004123}"
12,1763,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1764,"{""lng"": 30.213622, ""lat"": 59.997433}"
12,1765,"{""lng"": 30.213622, ""lat"": 59.997433}"
12,1766,"{""lng"": 30.213622, ""lat"": 59.997433}"
12,1767,"{""lng"": 30.204567, ""lat"": 59.999197}"
12,1768,"{""lng"": 30.237930, ""lat"": 59.986682}"
12,1769,"{""lng"": 30.237930, ""lat"": 59.986682}"
12,1770,"{""lng"": 30.237930, ""lat"": 59.986682}"
12,1771,"{""lng"": 30.218877, ""lat"": 59.988149}"
12,1772,"{""lng"": 30.218877, ""lat"": 59.988149}"
12,1773,"{""lng"": 30.218877, ""lat"": 59.988149}"
12,1774,"{""lng"": 30.209013, ""lat"": 59.985525}"
12,1775,"{""lng"": 30.211295, ""lat"": 59.989742}"
12,1776,"{""lng"": 30.211295, ""lat"": 59.989742}"
12,1777,"{""lng"": 30.211295, ""lat"": 59.989742}"
12,1778,"{""lng"": 30.211295, ""lat"": 59.989742}"
12,1779,"{""lng"": 30.209013, ""lat"": 59.985525}"
12,1780,"{""lng"": 30.209013, ""lat"": 59.985525}"
12,1781,"{""lng"": 30.209013, ""lat"": 59.985525}"
12,1782,"{""lng"": 30.195135, ""lat"": 59.986596}"
12,1783,"{""lng"": 30.195135, ""lat"": 59.986596}"
12,1784,"{""lng"": 30.195135, ""lat"": 59.986596}"
12,1785,"{""lng"": 30.195817, ""lat"": 59.987960}"
12,1786,"{""lng"": 30.195817, ""lat"": 59.987960}"
12,1787,"{""lng"": 30.195817, ""lat"": 59.987960}"
12,1788,
13,1239,"{""lng"": 29.979948, ""lat"": 60.055366}"
13,1240,"{""lng"": 29.962058, ""lat"": 60.082795}"
13,1241,"{""lng"": 29.962058, ""lat"": 60.082795}"
13,1242,"{""lng"": 29.956219, ""lat"": 60.087049}"
13,1243,"{""lng"": 29.952733, ""lat"": 60.087219}"
13,1244,"{""lng"": 29.955958, ""lat"": 60.088224}"
13,1245,"{""lng"": 29.951287, ""lat"": 60.089216}"
13,1246,"{""lng"": 29.942852, ""lat"": 60.090818}"
13,1247,"{""lng"": 29.953425, ""lat"": 60.092949}"
13,1248,"{""lng"": 29.970942, ""lat"": 60.095403}"
13,1249,"{""lng"": 29.972044, ""lat"": 60.098950}"
13,1250,"{""lng"": 29.972044, ""lat"": 60.098950}"
13,1251,"{""lng"": 29.972514, ""lat"": 60.093743}"
13,1252,"{""lng"": 29.976646, ""lat"": 60.097453}"
13,1253,"{""lng"": 29.976646, ""lat"": 60.097453}"
13,1254,"{""lng"": 29.998493, ""lat"": 60.144660}"
13,1255,"{""lng"": 29.926892, ""lat"": 60.149770}"
13,1256,"{""lng"": 30.171446, ""lat"": 60.122282}"
13,1257,"{""lng"": 30.166874, ""lat"": 60.120489}"
13,1258,"{""lng"": 30.146230, ""lat"": 60.124388}"
13,1259,"{""lng"": 30.146230, ""lat"": 60.124388}"
13,1260,"{""lng"": 29.867966, ""lat"": 60.166751}"
13,1261,"{""lng"": 29.825723, ""lat"": 60.185122}"
13,1262,"{""lng"": 29.708409, ""lat"": 60.197934}"
13,1263,"{""lng"": 29.706819, ""lat"": 60.200796}"
13,1264,"{""lng"": 29.706819, ""lat"": 60.200796}"
13,1265,"{""lng"": 29.702229, ""lat"": 60.194142}"
13,1266,"{""lng"": 29.692213, ""lat"": 60.236439}"
13,1267,"{""lng"": 29.754810, ""lat"": 60.242069}"
13,1268,
13,1269,"{""lng"": 29.609065, ""lat"": 60.201123}"
13,1270,"{""lng"": 29.569934, ""lat"": 60.204324}"
13,1271,"{""lng"": 29.512750, ""lat"": 60.195188}"
13,1272,"{""lng"": 29.455566, ""lat"": 60.175931}"
13,1273,
13,1274,
14,252,"{""lng"": 30.320200, ""lat"": 60.042500}"
14,253,"{""lng"": 30.320200, ""lat"": 60.042500}"
14,254,"{""lng"": 30.320200, ""lat"": 60.042500}"
14,255,"{""lng"": 30.325044, ""lat"": 60.046562}"
14,256,"{""lng"": 30.325044, ""lat"": 60.046562}"
14,257,"{""lng"": 30.325044, ""lat"": 60.046562}"
14,258,"{""lng"": 30.324433, ""lat"": 60.049562}"
14,259,"{""lng"": 30.324433, ""lat"": 60.049562}"
14,260,"{""lng"": 30.325044, ""lat"": 60.046562}"
14,261,"{""lng"": 30.325044, ""lat"": 60.046562}"
14,262,"{""lng"": 30.324433, ""lat"": 60.049562}"
14,263,"{""lng"": 30.324433, ""lat"": 60.049562}"
14,264,"{""lng"": 30.318440, ""lat"": 60.053806}"
14,265,"{""lng"": 30.318440, ""lat"": 60.053806}"
14,266,"{""lng"": 30.318440, ""lat"": 60.053806}"
14,267,"{""lng"": 30.318440, ""lat"": 60.053806}"
14,268,"{""lng"": 30.322838, ""lat"": 60.059263}"
14,269,"{""lng"": 30.330165, ""lat"": 60.055971}"
14,270,"{""lng"": 30.330165, ""lat"": 60.055971}"
